GeneID	GeneSymbol	Chromosome	Start	End	Class	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
11187	ENSG00000269967.1	ENSG00000269967	chr1	31851913	31921841	lncRNA	-	69928	74.7227429697352	0.256815227240673	0.205325448876571	1.2507715368252	0.211017842233727	NA
8524	ENSG00000184007.22	PTP4A2	chr1	31906421	31944856	protein_coding	-	38435	18.0701169882984	0.127359025759189	0.393519758044677	0.323640740154984	0.746210040402418	NA
3287	ENSG00000121774.18	KHDRBS1	chr1	32013868	32060850	protein_coding	+	46982	2700.49692445335	0.057909802577878	0.0681845740484376	0.849309442583589	0.39570912796459	0.799422347461853
3288	ENSG00000121775.18	TMEM39B	chr1	32072031	32102866	protein_coding	+	30835	344.397560488924	0.103975476191653	0.112244198565489	0.926332741651567	0.354273085514776	0.771455677027078
284	ENSG00000025800.14	KPNA6	chr1	32108056	32176563	protein_coding	+	68507	2050.11568291177	0.0313814319996588	0.0854617902704088	0.367198392408644	0.713471038368682	0.93918669939051
1064	ENSG00000084652.16	TXLNA	chr1	32179675	32198285	protein_coding	+	18610	602.366373867086	-0.125701733041157	0.090216712586505	-1.39333089665207	0.163519751715288	0.587615340819413
6219	ENSG00000160050.16	CCDC28B	chr1	32200595	32205453	protein_coding	+	4858	19.5325791352599	0.259396482192451	0.374608015802326	0.692447762061051	0.488656180301959	NA
6220	ENSG00000160051.12	IQCC	chr1	32205671	32208682	protein_coding	+	3011	48.5295145292403	0.124562749638338	0.214591576970516	0.580464300588333	0.561601554270806	NA
6221	ENSG00000160055.20	TMEM234	chr1	32214472	32222359	protein_coding	-	7887	83.5602605587554	0.00117300766699467	0.187674331929981	0.00625022961281834	0.995013070759853	NA
1063	ENSG00000084623.12	EIF3I	chr1	32221077	32245397	protein_coding	+	24320	697.739006737666	-0.073523611883304	0.108311367630454	-0.678817131495911	0.497253737590917	0.851250763271983
2902	ENSG00000116478.12	HDAC1	chr1	32292083	32333635	protein_coding	+	41552	1187.46255229445	0.0539900545247	0.0672502996003733	0.802822512992944	0.422077327882993	0.812184164052495
7896	ENSG00000175130.7	MARCKSL1	chr1	32333839	32336233	protein_coding	-	2394	221.4964360192	0.0994165491192736	0.200301531485106	0.4963344432874	0.619658469182079	0.910817918639664
6413	ENSG00000162526.7	TSSK3	chr1	32351521	32364312	protein_coding	+	12791	148.340968885596	-0.339793538942278	0.172602754506941	-1.96864493798454	0.0489938783578203	0.353860198712611
9871	ENSG00000225828.2	FAM229A	chr1	32361270	32364278	protein_coding	-	3008	87.060823118575	0.2139471709076	0.234013591405234	0.914251046799731	0.360584946857774	NA
6222	ENSG00000160058.19	BSDC1	chr1	32364633	32394731	protein_coding	-	30098	1093.54289112706	0.185753260398896	0.0881982869716971	2.10608694087794	0.0351968009909004	0.303305858660917
6223	ENSG00000160062.15	ZBTB8A	chr1	32539427	32605941	protein_coding	+	66514	13.4297533253454	-0.0178986517303908	0.37885348249247	-0.0472442581565727	0.96231855397452	NA
7996	ENSG00000176261.16	ZBTB8OS	chr1	32600172	32650903	protein_coding	-	50731	696.395662307245	-0.00341730090735803	0.0909575909710999	-0.0375702662182842	0.970030315297701	0.997494448099052
6411	ENSG00000162521.19	RBBP4	chr1	32651142	32686211	protein_coding	+	35069	1944.12835249594	-0.00659844351387118	0.0469295614348847	-0.140603136107006	0.888183470597736	0.978479724630265
6412	ENSG00000162522.11	KIAA1522	chr1	32741830	32774970	protein_coding	+	33140	355.412439197722	0.456590958414311	0.146973117835306	3.10662905665481	0.00189233687968997	0.0547501118643635
4266	ENSG00000134684.13	YARS1	chr1	32775237	32818031	protein_coding	-	42794	2052.92039423066	-0.117032457585868	0.122953740261713	-0.951841378202552	0.341177433410334	0.762378374054143
2904	ENSG00000116497.18	S100PBP	chr1	32816767	32858875	protein_coding	+	42108	1368.77056391099	0.0795050455181721	0.0630307803649192	1.26136857354255	0.207176085419154	0.649407067408018
2905	ENSG00000116514.17	RNF19B	chr1	32936445	32964809	protein_coding	-	28364	361.126436125797	-0.0644192915248893	0.128089029898787	-0.502925906892978	0.615016365924485	0.910817918639664
29	ENSG00000004455.18	AK2	chr1	33007986	33080996	protein_coding	-	73010	1904.60605707608	-0.315895787720061	0.0546403776722865	-5.78136171778847	7.40983749071608e-09	3.83133324269982e-06
5071	ENSG00000142920.18	AZIN2	chr1	33081104	33123492	protein_coding	+	42388	17.8790283280867	-0.0434290711536705	0.360046039581921	-0.120620882829594	0.903991327507142	NA
2907	ENSG00000116525.14	TRIM62	chr1	33145399	33182059	protein_coding	-	36660	36.0568125208756	0.166902096045421	0.31759275742763	0.525522362025063	0.599220112145928	NA
6227	ENSG00000160094.15	ZNF362	chr1	33256492	33300719	protein_coding	+	44227	25.7490916566766	-0.36420058900452	0.342372736728682	-1.06375464496501	0.287439862528171	NA
4267	ENSG00000134686.21	PHC2	chr1	33323623	33431095	protein_coding	-	107472	828.946896423917	-0.175725946739242	0.156408222584707	-1.12350836698546	0.261221649081759	0.703654819753313
10161	ENSG00000233246.1	PHC2-AS1	chr1	33350352	33363245	lncRNA	+	12893	52.0541486158962	-0.135461108006596	0.252439267694786	-0.53660870293118	0.591537931291808	NA
3295	ENSG00000121903.15	ZSCAN20	chr1	33472645	33501643	protein_coding	+	28998	154.955563753703	-0.0113165796858048	0.146105339927795	-0.0774549355375881	0.938261639757484	0.990817173147266
6606	ENSG00000163866.9	SMIM12	chr1	34712737	34859755	protein_coding	-	147018	226.110818497154	0.0561242525256777	0.130513916111304	0.430025044055947	0.667177423561497	0.924403399406578
11503	ENSG00000284773.1	ENSG00000284773	chr1	34974356	34985313	protein_coding	-	10957	18.5129694764371	0.271940730014001	0.346805433094482	0.78413053563643	0.432963519600672	NA
9109	ENSG00000197056.11	ZMYM1	chr1	35032172	35115859	protein_coding	+	83687	655.472434254019	0.216182888730329	0.0799090595496008	2.70536144398171	0.00682301051727469	0.120423218303136
2909	ENSG00000116560.12	SFPQ	chr1	35176378	35193446	protein_coding	-	17068	4806.00524877735	-0.0402761212703251	0.106636834255832	-0.377694270008981	0.705657724930652	0.938679339476523
5381	ENSG00000146463.12	ZMYM4	chr1	35268709	35422058	protein_coding	+	153349	6569.76396659396	0.0293457057481195	0.06334059807783	0.463300105124692	0.643149270448197	0.917651923843015
5059	ENSG00000142687.19	KIAA0319L	chr1	35393883	35557950	protein_coding	-	164067	2503.30581512723	0.113510307999657	0.0518316760794709	2.18997949874545	0.0285257236823252	0.268329415492288
245	ENSG00000020129.16	NCDN	chr1	35557473	35567274	protein_coding	+	9801	151.772562275306	0.0911428862769434	0.123953140218118	0.73530114780925	0.462156109323186	0.834862301536698
3608	ENSG00000126067.12	PSMB2	chr1	35599541	35641526	protein_coding	-	41985	3746.11576592824	0.0410670490418693	0.0886374922382706	0.463314653933067	0.643138843528702	0.917651923843015
5058	ENSG00000142686.8	C1orf216	chr1	35713877	35718894	protein_coding	-	5017	89.9394518518192	0.159544748604283	0.156279315033788	1.02089485463761	0.307304257173842	NA
1294	ENSG00000092853.14	CLSPN	chr1	35720218	35769978	protein_coding	-	49760	1605.05887207507	0.200179240629733	0.059584045780163	3.35961141961222	0.000780521705850145	0.0299514934597548
4270	ENSG00000134698.11	AGO4	chr1	35808016	35857890	protein_coding	+	49874	292.759493968273	0.148967721152335	0.0962679621185923	1.5474278033311	0.121760121166867	0.530576961827247
1293	ENSG00000092847.14	AGO1	chr1	35869808	35930532	protein_coding	+	60724	2033.90191506437	-0.232103534119937	0.0960549561624866	-2.41636187650027	0.0156764726435984	0.200433799211491
3609	ENSG00000126070.20	AGO3	chr1	35930718	36072500	protein_coding	+	141782	3813.5259054858	0.021714740486551	0.0844704874451904	0.257068961519145	0.797125537653499	0.956473318736112
2944	ENSG00000116863.11	ADPRS	chr1	36088892	36093932	protein_coding	+	5040	94.7423785775056	-0.100757200629899	0.185971726695284	-0.541787735266827	0.587964741392778	NA
468	ENSG00000054116.12	TRAPPC3	chr1	36136570	36156053	protein_coding	-	19483	385.545883185289	0.0164818046576248	0.106117914634649	0.155315949379231	0.876572242405819	0.974778461700052
2945	ENSG00000116871.16	MAP7D1	chr1	36155579	36180849	protein_coding	+	25270	440.409058008039	0.114994799627069	0.110128989821873	1.04418282427784	0.296400811929235	0.72984070238975
469	ENSG00000054118.15	THRAP3	chr1	36224432	36305357	protein_coding	+	80925	3202.4265019686	0.0631845967847655	0.0607929443532989	1.03934095406808	0.298646194387798	0.730742971896631
9681	ENSG00000214193.11	SH3D21	chr1	36306368	36329340	protein_coding	+	22972	37.2572126696318	0.0089555386747398	0.273695394855274	0.0327208233791268	0.973897218125962	NA
8974	ENSG00000196182.11	STK40	chr1	36339624	36385924	protein_coding	-	46300	969.421184343033	0.0295706905060885	0.0989909993057883	0.298721002045278	0.765152931018184	0.951537258014418
8349	ENSG00000181817.6	LSM10	chr1	36391238	36397908	protein_coding	-	6670	101.250837569955	0.0151997591692301	0.159641001305374	0.0952121262391411	0.924146338399634	NA
2947	ENSG00000116898.12	MRPS15	chr1	36455718	36464384	protein_coding	-	8666	282.560055126146	0.0754520999243729	0.118852739222996	0.634836861292753	0.525534819591232	0.865396967576867
6609	ENSG00000163874.11	ZC3H12A	chr1	37474580	37484377	protein_coding	+	9797	101.080211009662	-0.0947855278913791	0.228549355607404	-0.414726734361043	0.67834195909751	NA
6610	ENSG00000163875.16	MEAF6	chr1	37489993	37514766	protein_coding	-	24773	539.243480234558	-0.131051853176743	0.0789352572701554	-1.66024483493122	0.0968652084284654	0.483045014797692
6611	ENSG00000163877.11	SNIP1	chr1	37534449	37554293	protein_coding	-	19844	520.925007713526	0.0643623964697329	0.0911042321188309	0.706469885897095	0.479895973641451	0.843054324022654
4269	ENSG00000134697.13	GNL2	chr1	37566816	37595937	protein_coding	-	29121	1309.35264456528	-0.215939219537137	0.0583416287900083	-3.70128883981586	0.000214507126402429	0.0121225220678139
2950	ENSG00000116922.15	C1orf109	chr1	37681570	37692249	protein_coding	-	10679	359.000162916165	-0.167817629791458	0.12108277044223	-1.38597447992426	0.16575469623967	0.589520726967528
4268	ENSG00000134690.11	CDCA8	chr1	37692481	37709719	protein_coding	+	17238	821.576330797656	0.0819968532882224	0.0868688056639315	0.943915973766726	0.34521258851508	0.765028870171262
8623	ENSG00000185090.15	MANEAL	chr1	37793847	37801137	protein_coding	+	7290	31.1043168261243	-0.591576617523254	0.264981754001061	-2.2325183096225	0.0255807264778444	NA
9018	ENSG00000196449.4	YRDC	chr1	37802945	37808208	protein_coding	-	5263	301.263780941653	-0.192569060554147	0.116452915717516	-1.65362163212184	0.098204414599096	0.484460634634789
9228	ENSG00000197982.14	C1orf122	chr1	37806979	37809454	protein_coding	+	2475	27.3450083533085	0.0182819718008	0.325334089392817	0.0561944548599879	0.955186898565195	NA
8907	ENSG00000188786.10	MTF1	chr1	37809574	37859592	protein_coding	-	50018	823.766203432132	-0.0612900626629807	0.0765715288123989	-0.800428874982267	0.42346235687767	0.812594687417199
9453	ENSG00000204084.14	INPP5B	chr1	37860697	37947053	protein_coding	-	86356	1036.95429413432	0.11311533759826	0.122185515334519	0.925767160604702	0.354566996806712	0.771455677027078
8474	ENSG00000183431.12	SF3A3	chr1	37956975	37990075	protein_coding	-	33100	1257.38680542878	-0.118070213107046	0.067672433569692	-1.74473130163779	0.081031651968904	0.443713379320157
8472	ENSG00000183386.10	FHL3	chr1	37996770	38005606	protein_coding	-	8836	676.231678736052	-0.209057358948405	0.0820845949583923	-2.54685253736555	0.0108699355541457	0.16340762912428
8482	ENSG00000183520.12	UTP11	chr1	38009258	38024820	protein_coding	+	15562	786.088601592653	-0.0311358016736079	0.0706451464112429	-0.440735185009861	0.6594047212081	0.923035542991823
11494	ENSG00000284632.1	ENSG00000284632	chr1	38754216	38815979	lncRNA	-	61763	52.0066025394535	0.387024590717252	0.264351691575217	1.46405187880982	0.143179774009638	NA
9979	ENSG00000228436.4	RRAGC-DT	chr1	38859912	38965038	lncRNA	+	105126	183.756588402047	0.402203802168278	0.121095400800655	3.32137966850102	0.000895735976718724	0.0326540550312811
7849	ENSG00000174574.16	AKIRIN1	chr1	38991276	39006059	protein_coding	+	14783	798.724125539069	0.0295974122705857	0.0999206233240802	0.296209243757319	0.76707028994301	0.952079354878417
7264	ENSG00000168653.11	NDUFS5	chr1	39026318	39034636	protein_coding	+	8318	268.978799974151	-0.122341797266232	0.116831360051381	-1.04716573711397	0.295023144753685	0.729404458595834
3698	ENSG00000127603.32	MACF1	chr1	39081316	39487177	protein_coding	+	405861	10207.7707000859	0.160833153899037	0.0781671826367143	2.05755341914415	0.0396330220259809	0.317768761779454
11878	ENSG00000291129.1	PPIEL	chr1	39522280	39559698	lncRNA	-	37418	20.7075069770836	0.125982720109872	0.431945568311686	0.291663416301021	0.770543983131141	NA
1240	ENSG00000090621.15	PABPC4	chr1	39560709	39576790	protein_coding	-	16081	1532.42341035367	-0.195573749074841	0.111732695050962	-1.7503717151514	0.0800541934132934	0.442849107872779
1052	ENSG00000084072.17	PPIE	chr1	39692182	39763914	protein_coding	+	71732	514.035413090922	-0.110273416677553	0.101339359905757	-1.08815979082663	0.276524572089391	0.713422188274529
11499	ENSG00000284719.3	ENSG00000284719	chr1	39799419	39809450	lncRNA	+	10031	29.8079025030875	-0.254207856354385	0.273886558776664	-0.928150170967952	0.353329677763642	NA
389	ENSG00000043514.17	TRIT1	chr1	39838110	39883511	protein_coding	-	45401	2328.633675009	-0.184342896832307	0.0587372637867262	-3.13843180543194	0.00169854453223012	0.0503418218881698
3965	ENSG00000131236.18	CAP1	chr1	40040233	40072649	protein_coding	+	32416	1269.30706982847	0.0891064917335752	0.0752997153014855	1.18335761797784	0.236667446597747	0.679900088841624
3966	ENSG00000131238.18	PPT1	chr1	40072710	40097260	protein_coding	-	24550	620.500386922845	-0.0399001602182682	0.0999235231936363	-0.39930697940812	0.689667025074983	0.931026698634756
2953	ENSG00000117000.9	RLF	chr1	40161387	40240921	protein_coding	+	79534	3381.86119865105	0.0667193587589382	0.0762320661765293	0.875213831990822	0.381457568465937	0.791124715213764
10929	ENSG00000259943.2	ZMPSTE24-DT	chr1	40256333	40257971	lncRNA	-	1638	39.2719205308986	0.180828827504698	0.272801730821068	0.662858065307894	0.507421461188763	NA
1053	ENSG00000084073.10	ZMPSTE24	chr1	40258041	40294180	protein_coding	+	36139	1202.16136892264	-0.185075151160236	0.0862180286270624	-2.14659455925143	0.0318255734414614	0.286116221900981
1051	ENSG00000084070.12	SMAP2	chr1	40344850	40423326	protein_coding	+	78476	3325.50449213429	-0.103454006326305	0.117236465950088	-0.882438799974999	0.37753956145835	0.789195289275383
8842	ENSG00000187801.15	ZFP69B	chr1	40450102	40463718	protein_coding	+	13616	135.825232301137	-0.0207375565238665	0.133605364506712	-0.155214999041635	0.876651824064853	NA
10975	ENSG00000260920.2	ENSG00000260920	chr1	40464319	40466767	lncRNA	+	2448	31.0613370203072	-0.102702503004724	0.294507984028556	-0.348725700403306	0.72729524793257	NA
8843	ENSG00000187815.10	ZFP69	chr1	40477290	40496343	protein_coding	+	19053	77.5017662156088	-0.423410830833089	0.188987347353513	-2.24041893154398	0.0250637383713331	NA
10351	ENSG00000238287.1	EXO5-DT	chr1	40493157	40508661	lncRNA	-	15504	210.415925811567	0.0769631708490753	0.122495173566698	0.628295536943499	0.529810354795565	0.866692236215944
6636	ENSG00000164002.12	EXO5	chr1	40508741	40516038	protein_coding	+	7297	110.359113264084	0.0188167277159617	0.171749387070355	0.109559213205539	0.912758959013764	NA
2954	ENSG00000117010.17	ZNF684	chr1	40531573	40548167	protein_coding	+	16594	176.25559375815	0.0562855063901558	0.188318011574668	0.298885411541417	0.765027478516852	0.951537258014418
2956	ENSG00000117016.10	RIMS3	chr1	40620680	40665682	protein_coding	-	45002	20.7274336205936	0.738262026928836	0.346918454794655	2.12805636807596	0.0333324103072278	NA
10335	ENSG00000237899.1	ENSG00000237899	chr1	40669089	40687588	lncRNA	-	18499	58.3308151617034	0.363376300573684	0.202063997064361	1.79832283758072	0.0721258627192684	NA
11242	ENSG00000272145.2	NFYC-AS1	chr1	40690380	40692074	lncRNA	-	1694	79.898211222187	-0.0683242264405921	0.185366964776642	-0.368589012194915	0.712434086798035	NA
631	ENSG00000066136.21	NFYC	chr1	40691648	40771603	protein_coding	+	79955	2205.89611857981	0.146386381025974	0.0762056959802831	1.92093752498303	0.0547395842350784	0.372088299707334
2955	ENSG00000117013.17	KCNQ4	chr1	40783787	40840452	protein_coding	+	56665	257.994695360178	-0.42067720028666	0.240509223577937	-1.7491104666526	0.0802719263439056	0.442864714143006
7594	ENSG00000171793.17	CTPS1	chr1	40979300	41012565	protein_coding	+	33265	1800.06731248105	-0.146861831814391	0.0689677800909398	-2.12942669201098	0.0332189740450356	0.294288626685728
11453	ENSG00000281207.1	SLFNL1-AS1	chr1	41014590	41043890	lncRNA	+	29300	208.879430218916	-0.226835519338714	0.143767887319456	-1.57778989152619	0.114613886856917	0.516189862037065
163	ENSG00000010803.17	SCMH1	chr1	41027202	41242306	protein_coding	-	215104	5140.52601950608	0.0883981005060362	0.0689796256667205	1.28151029599867	0.200014485856006	0.637371335828734
11647	ENSG00000287400.1	ENSG00000287400	chr1	41241772	41338644	lncRNA	+	96872	31.5438826544993	0.0946403598858433	0.303732598346921	0.311591052132461	0.755351335294182	NA
3668	ENSG00000127124.16	HIVEP3	chr1	41506365	42035925	protein_coding	-	529560	138.821965069272	0.433643007418577	0.231340308645385	1.87448097548489	0.0608641618094218	NA
9365	ENSG00000198815.9	FOXJ3	chr1	42176539	42335877	protein_coding	-	159338	6367.98301410515	-0.0452913806442936	0.080205541787008	-0.564691412029462	0.572283676572911	0.893090814617528
3669	ENSG00000127125.9	PPCS	chr1	42456117	42473385	protein_coding	+	17268	19.6602835108957	0.162954871692659	0.402368350866147	0.404989287407618	0.685485385355056	NA
8752	ENSG00000186409.19	CCDC30	chr1	42463221	42657190	protein_coding	+	193969	11.8490106698282	0.641696017976989	0.565248971397617	1.13524491055747	0.256272717116081	NA
7615	ENSG00000171960.12	PPIH	chr1	42658335	42676758	protein_coding	+	18423	724.280869100216	-0.205550818029512	0.0925828482004837	-2.2201824854686	0.0264063827312706	0.260651588329852
11536	ENSG00000285728.3	ENSG00000285728	chr1	42658687	42682207	lncRNA	-	23520	51.7205244483901	0.215181217908617	0.232083719931707	0.927170669153082	0.353837928959066	NA
625	ENSG00000065978.19	YBX1	chr1	42682418	42703805	protein_coding	+	21387	4288.74797420388	-0.323053520541812	0.104216485483605	-3.09983126990627	0.00193630913617096	0.0553632545561666
2979	ENSG00000117385.16	P3H1	chr1	42746335	42767084	protein_coding	-	20749	162.135008423208	-0.0941359381210331	0.173361478880187	-0.543003778746559	0.587127200706204	0.90177889621844
11481	ENSG00000283580.4	ENSG00000283580	chr1	42767292	42794493	protein_coding	+	27201	59.5447428769968	0.110682772434002	0.199243156921401	0.555516054574789	0.57854173196618	NA
11335	ENSG00000274386.6	TMEM269	chr1	42784991	42816619	protein_coding	+	31628	12.0660670835838	0.0581799195014606	0.445126584714806	0.130704212013616	0.89600930022757	NA
8111	ENSG00000177868.12	SVBP	chr1	42807052	42817397	protein_coding	-	10345	95.7934926486656	0.0431743052140551	0.177293552639709	0.243518755032185	0.807603557914591	NA
6637	ENSG00000164010.15	ERMAP	chr1	42817122	42844991	protein_coding	+	27869	715.070896818821	0.200975442769039	0.100526004349014	1.99923834703782	0.0455825713213328	0.342974744586004
9966	ENSG00000228192.10	ZNF691-DT	chr1	42832522	42846427	lncRNA	-	13905	61.2307833361458	-0.48054294389973	0.2321479279079	-2.06998592763824	0.038453662284353	NA
6638	ENSG00000164011.18	ZNF691	chr1	42846573	42852477	protein_coding	+	5904	122.46099012905	-0.0420198965472324	0.153844529195526	-0.273132211895737	0.784751586261281	NA
2980	ENSG00000117394.24	SLC2A1	chr1	42925353	42958893	protein_coding	-	33540	1979.92462955207	-0.0467195531645884	0.105402496000029	-0.443249021015361	0.657585624976943	0.921975411643138
9942	ENSG00000227533.7	SLC2A1-DT	chr1	42959049	42996814	lncRNA	+	37765	163.190649664438	0.322218030085945	0.147721284104672	2.18125662824342	0.0291644404483605	0.27156824432822
2981	ENSG00000117395.13	EBNA1BP2	chr1	43164175	43270936	protein_coding	-	106761	272.882889201741	-0.253375501437401	0.101414418060227	-2.49841695376024	0.0124749368100431	0.174913008234662
2982	ENSG00000117399.14	CDC20	chr1	43358981	43363203	protein_coding	+	4222	145.736423184333	0.286066308200663	0.214903576624505	1.33113795821323	0.183143621142249	0.615906601995545
634	ENSG00000066322.15	ELOVL1	chr1	43363398	43368074	protein_coding	-	4676	117.541147908748	-0.0702875471367087	0.180745765093791	-0.388875208778672	0.697368462113563	NA
6194	ENSG00000159479.17	MED8	chr1	43383917	43389808	protein_coding	-	5891	136.215538471296	-0.00723613814776953	0.156696965649622	-0.0461791848857477	0.963167432827546	NA
9263	ENSG00000198198.17	SZT2	chr1	43389882	43454247	protein_coding	+	64365	474.911281540499	0.0506183278483558	0.129343190069905	0.391348998126601	0.695539285681302	0.934262515088867
5074	ENSG00000142949.17	PTPRF	chr1	43525187	43623666	protein_coding	+	98479	229.865444834995	-0.0575350637654539	0.261778568181997	-0.219785233623302	0.826038420322502	0.962699188390562
10270	ENSG00000236200.7	KDM4A-AS1	chr1	43685123	43708138	lncRNA	-	23015	131.688975065105	-0.37918070787114	0.166960019815723	-2.27108686432626	0.0231417200207145	NA
10338	ENSG00000237950.3	LINC02918	chr1	43937918	43940781	lncRNA	-	2863	12.6999511498426	-0.00526084296367805	0.496515603502777	-0.0105955239403642	0.99154615321336	NA
11686	ENSG00000288573.3	ENSG00000288573	chr1	43944355	43946624	lncRNA	-	2269	16.1317005868529	-0.230129990822344	0.494758261204431	-0.465136226855756	0.641833904549797	NA
2983	ENSG00000117408.11	IPO13	chr1	43946950	43968022	protein_coding	+	21072	165.630643891302	0.13156460389388	0.196736904785828	0.668733728616416	0.503665347927819	0.85630218856725
4112	ENSG00000132768.14	DPH2	chr1	43970000	43973369	protein_coding	+	3369	73.3512098343732	-0.223355993899081	0.208815286905601	-1.06963430316313	0.284783948330369	NA
2984	ENSG00000117410.14	ATP6V0B	chr1	43974487	43978295	protein_coding	+	3808	158.607914628308	0.0134801432333325	0.160158346470609	0.0841675974458579	0.932923180238913	0.988127621385277
2985	ENSG00000117411.18	B4GALT2	chr1	43978943	43991170	protein_coding	+	12227	177.711564140402	-0.413978450924812	0.122555427420006	-3.37788753741667	0.000730449474594984	0.0287424477176041
9032	ENSG00000196517.13	SLC6A9	chr1	43991500	44031467	protein_coding	-	39967	163.680893353733	-0.085423073903534	0.644825976139166	-0.132474616508157	0.894608899148681	0.980398840176316
10067	ENSG00000230615.8	ENSG00000230615	chr1	44030414	44115913	lncRNA	+	85499	56.305580429433	0.3914367890685	0.404720561110416	0.967177916522279	0.333455099835667	NA
10165	ENSG00000233514.1	ENSG00000233514	chr1	44122153	44122512	processed_pseudogene	-	359	50.4876767617036	0.182472838698787	0.518252658997269	0.35209243123198	0.724768944426939	NA
8123	ENSG00000178028.14	DMAP1	chr1	44213455	44220681	protein_coding	+	7226	92.2633438930396	0.107318200184385	0.216414348209295	0.495892259789528	0.619970427431192	NA
2986	ENSG00000117419.16	ERI3	chr1	44221070	44355260	protein_coding	-	134190	2107.9626749903	-0.11042259472419	0.102179520976888	-1.08067246419336	0.279842835903474	0.715966354589058
8803	ENSG00000187147.19	RNF220	chr1	44405194	44651723	protein_coding	+	246529	368.8444812381	0.00784973625632535	0.122629022748653	0.0640120591388432	0.94896062469768	0.992510356391694
3611	ENSG00000126106.14	TMEM53	chr1	44635238	44674481	protein_coding	-	39243	60.3267743566004	0.347644984257976	0.196982495727179	1.76485216604964	0.0775886146829609	NA
9418	ENSG00000199377.1	RNU5F-1	chr1	44721786	44721902	snRNA	-	116	37.0776631511603	0.0141479512880369	0.520610545779626	0.0271756909319807	0.978319604370107	NA
9420	ENSG00000200169.1	RNU5D-1	chr1	44731055	44731170	snRNA	-	115	24.1412779999058	0.263067726896308	0.576064007994831	0.456664056850204	0.647912529411977	NA
5073	ENSG00000142945.13	KIF2C	chr1	44739818	44767767	protein_coding	+	27949	1091.8528766497	0.19386838861148	0.0785853933040482	2.46697739185958	0.0136258960376365	0.185002621993311
9863	ENSG00000225721.5	ENSG00000225721	chr1	44759037	44775810	lncRNA	-	16773	17.2673438010968	0.36329478453874	0.429484258708899	0.845886146400021	0.397616261565905	NA
5072	ENSG00000142937.12	RPS8	chr1	44775251	44778779	protein_coding	+	3528	446.823041314249	-0.147425089729827	0.0961627667992477	-1.53307870225486	0.125256464557918	0.535394723565725
7789	ENSG00000173846.13	PLK3	chr1	44800377	44805990	protein_coding	+	5613	30.9772366541748	-0.169817585775938	0.278384679837917	-0.610010528865345	0.541854832958873	NA
2987	ENSG00000117425.14	PTCH2	chr1	44819844	44843253	protein_coding	-	23409	28.4115257990795	0.14952203987136	0.281029824778763	0.532050432686529	0.594691066318636	NA
744	ENSG00000070785.17	EIF2B3	chr1	44850522	44986722	protein_coding	-	136200	3769.00271424772	-0.196085223165785	0.0803411158242425	-2.44065844933931	0.0146605130211761	0.191660066281513
3612	ENSG00000126107.15	HECTD3	chr1	45002540	45011324	protein_coding	-	8784	166.689627198055	-0.136235678708127	0.138536879527633	-0.983389254707107	0.325415896731563	0.749988678039802
3610	ENSG00000126088.14	UROD	chr1	45010950	45015575	protein_coding	+	4625	509.859290387406	0.202204567861084	0.127003841017361	1.59211379940425	0.111359137017877	0.511166595718856
6400	ENSG00000162415.7	ZSWIM5	chr1	45016399	45306209	protein_coding	-	289810	284.856358617004	0.239568739064625	0.206240332049996	1.16159985141291	0.245398042473391	0.689044753431642
4113	ENSG00000132773.12	TOE1	chr1	45340052	45343973	protein_coding	+	3921	147.937509446123	0.0990511250327127	0.187915032551819	0.527105914240248	0.598120039909852	0.904938152329804
4111	ENSG00000132763.15	MMACHC	chr1	45500300	45513382	protein_coding	+	13082	116.318180274244	0.0280575971934656	0.16962561763624	0.165408961125405	0.868622100872022	NA
2989	ENSG00000117450.15	PRDX1	chr1	45510914	45542732	protein_coding	-	31818	902.112911325583	-0.0259682675713377	0.0819333410151917	-0.316943838119854	0.751286217466174	0.949674281188938
2988	ENSG00000117448.14	AKR1A1	chr1	45550543	45570049	protein_coding	+	19506	380.299896057298	-0.159216434732089	0.131809759640394	-1.20792599247936	0.227075730558053	0.672822576569583
4114	ENSG00000132780.17	NASP	chr1	45583846	45618904	protein_coding	+	35058	3635.83252859284	-0.0679481987279983	0.0732059424180011	-0.928178730901633	0.35331486530186	0.771455677027078
6197	ENSG00000159588.15	CCDC17	chr1	45620044	45624057	protein_coding	-	4013	41.5796870538483	0.0377181429127854	0.234015110430036	0.161178236924415	0.871953021417988	NA
6198	ENSG00000159592.11	GPBP1L1	chr1	45627304	45688113	protein_coding	-	60809	3539.551343064	-0.00512150219830471	0.0464754131573849	-0.110198099389912	0.912252269562233	0.983182749058129
6200	ENSG00000159596.7	TMEM69	chr1	45688181	45694436	protein_coding	+	6255	284.831381557216	-0.183984763439766	0.121848649658284	-1.50994503390672	0.131057450232614	0.543955407292241
9160	ENSG00000197429.11	IPP	chr1	45694324	45750653	protein_coding	-	56329	384.742200763549	0.134420895829774	0.124365298243117	1.08085533286785	0.27976147038194	0.715966354589058
1101	ENSG00000086015.23	MAST2	chr1	45786987	46036122	protein_coding	+	249135	5390.60991501433	0.0212789517103962	0.0870809619132761	0.24435825285885	0.80695337124181	0.956829366668023
2990	ENSG00000117461.15	PIK3R3	chr1	46040140	46133036	protein_coding	-	92896	23.476695981687	0.415435423909725	0.382562459099783	1.08592836026644	0.277510688528016	NA
