GeneID	GeneSymbol	Chromosome	Start	End	Class	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
299	ENSG00000029153.15	BMAL2	chr12	27332836	27425289	protein_coding	+	92453	660.91987314717	0.0351848070437388	0.504470872501323	0.06974596346719	0.944395857274837	0.974010749428607
2413	ENSG00000110841.14	PPFIBP1	chr12	27523431	27695564	protein_coding	+	172133	741.601340194449	-0.10821117585661	0.104481414365857	-1.03569784648677	0.300343127355855	0.527017046630758
542	ENSG00000061794.13	MRPS35	chr12	27710822	27756295	protein_coding	+	45473	1594.68207450982	-0.32509793976048	0.181576139714576	-1.79042213515228	0.0733860744930678	0.208777427584506
1142	ENSG00000087448.11	KLHL42	chr12	27780048	27803040	protein_coding	+	22992	232.065666160616	-0.70401448825446	0.354767716957135	-1.98443785779844	0.047207049194147	0.152520422175795
3369	ENSG00000123106.11	CCDC91	chr12	28133249	28581511	protein_coding	+	448262	5187.61058614572	0.0569033752255263	0.141590463480477	0.401887060941589	0.687767145640228	0.834587645328008
10511	ENSG00000247934.4	ENSG00000247934	chr12	28163298	28190738	lncRNA	-	27440	76.5427758371369	0.394582875073779	0.343336740215601	1.14925910587372	0.250449155226949	0.468391196882827
10815	ENSG00000257176.3	ENSG00000257176	chr12	29277955	29317848	lncRNA	-	39893	151.572564018719	0.610978450255128	0.288924479513788	2.11466488157495	0.0344585195233772	0.12108983908007
11331	ENSG00000274315.1	ENSG00000274315	chr12	29331434	29331936	lncRNA	-	502	16.3922545918481	0.746244265289075	0.595008630186117	1.25417385131986	0.209778822003108	NA
1145	ENSG00000087502.19	ERGIC2	chr12	29337352	29381189	protein_coding	-	43837	1423.78094785435	0.0615748024176213	0.140983411901239	0.436752108544198	0.662291134401599	0.81993329329444
4176	ENSG00000133704.10	IPO8	chr12	30628988	30695869	protein_coding	-	66881	1074.54238268971	0.340790867626589	0.121791018034408	2.79816092456269	0.00513944995893594	0.0284704275334903
2420	ENSG00000110888.19	CAPRIN2	chr12	30709552	30823302	protein_coding	-	113750	284.912127548284	0.197289180427298	0.617339028245337	0.319579957528448	0.749286769782795	0.8715496787446
216	ENSG00000013573.17	DDX11	chr12	31073860	31104799	protein_coding	+	30939	163.405385883212	0.135803837328185	0.317584334732783	0.427615037884193	0.668931415757136	0.824160116878885
4763	ENSG00000139146.14	SINHCAF	chr12	31280584	31327058	protein_coding	-	46474	3542.22522584202	-0.455697104286599	0.122328847957914	-3.72518103369514	0.000195175102230287	0.00204580009351116
7461	ENSG00000170456.16	DENND5B	chr12	31382226	31591136	protein_coding	-	208910	122.548621852143	0.431805360609927	0.289475426683199	1.491682266635	0.135782460139583	0.316614375850843
4765	ENSG00000139160.13	ETFBKMT	chr12	31647160	31673114	protein_coding	+	25954	14.3950917864173	0.974962323303911	0.653569698295227	1.49174958056808	0.135764806045889	NA
5728	ENSG00000151743.11	AMN1	chr12	31671142	31729121	protein_coding	-	57979	234.079545556888	0.227642485024928	0.251322888250235	0.905776973238788	0.36505391131538	0.5918992200442
11381	ENSG00000276900.1	ENSG00000276900	chr12	31729117	31731204	lncRNA	+	2087	77.1455888337715	1.29071609569235	0.412368050407515	3.13000993752261	0.00174800389666739	0.0121684555164076
10776	ENSG00000255760.4	LINC02422	chr12	31876969	31959333	lncRNA	-	82364	39.6901055485895	0.111895907528707	0.460480202271695	0.242998302590836	0.808006712386549	0.906023277879371
7858	ENSG00000174718.12	RESF1	chr12	31959370	31993107	protein_coding	+	33737	1012.86914653742	-0.287402893475498	0.179888553059001	-1.59767193958825	0.110116006816383	0.27563334095111
5729	ENSG00000151746.15	BICD1	chr12	32106835	32383633	protein_coding	+	276798	1257.28703708694	-0.696798472280622	0.179375369107026	-3.8845827927739	0.000102505758360225	0.00121039415297831
4761	ENSG00000139132.16	FGD4	chr12	32399558	32646050	protein_coding	+	246492	470.0552329256	0.526291688495127	0.690706070664397	0.761961868945037	0.446082762466999	0.662753602919724
1144	ENSG00000087470.21	DNM1L	chr12	32679200	32745650	protein_coding	+	66450	1624.80762580396	0.159614968177984	0.090644736169585	1.7608851315907	0.0782578469597191	0.218632362373478
10830	ENSG00000257511.1	ENSG00000257511	chr12	32726383	32727387	processed_pseudogene	-	1004	19.5069674227579	0.641507757190986	0.711569878143228	0.90153866386944	0.367301986192156	NA
4760	ENSG00000139131.13	YARS2	chr12	32727490	32755897	protein_coding	-	28407	583.505597996489	-0.181911088672983	0.125817318255553	-1.44583505033462	0.148223472577596	0.334752229906434
500	ENSG00000057294.18	PKP2	chr12	32790745	32896798	protein_coding	-	106053	537.579707326032	-0.778848884614276	0.30035617374858	-2.59308432017192	0.00951194466305647	0.0461115234438108
2429	ENSG00000110975.8	SYT10	chr12	33374238	33439819	protein_coding	-	65581	341.788457189928	-0.400449456560412	0.825948722865316	-0.484835735529931	0.627792871432779	0.797811382268359
4762	ENSG00000139133.7	ALG10	chr12	34022468	34029694	protein_coding	+	7226	161.815529590973	0.43514878659786	0.226125368826808	1.92436960459375	0.0543082715723446	0.168239245127525
10794	ENSG00000256538.2	ENSG00000256538	chr12	34037232	34058745	lncRNA	+	21513	19.2214818894317	1.3274313373958	0.570965451083072	2.32488907144518	0.0200778924972865	NA
7936	ENSG00000175548.9	ALG10B	chr12	38316762	38329721	protein_coding	+	12959	119.312895269509	0.891817621794661	0.280256604640026	3.18214667211911	0.00146187765323517	0.0105858444434992
4759	ENSG00000139117.14	CPNE8	chr12	38646822	38907430	protein_coding	-	260608	1625.82133339093	0.124985940948888	0.570639344152465	0.2190279065572	0.826628309225316	0.915005237488926
4758	ENSG00000139116.19	KIF21A	chr12	39293228	39443390	protein_coding	-	150162	4416.09982731126	0.36412598578932	0.203495503278891	1.78935642273277	0.0735574326291131	0.209008897421316
5679	ENSG00000151229.13	SLC2A13	chr12	39755025	40106089	protein_coding	-	351064	2876.0987746927	-0.0475120432830176	0.463218961760519	-0.102569297039228	0.918304811697147	0.961849775006256
9561	ENSG00000205592.16	MUC19	chr12	40393395	40570832	protein_coding	+	177437	325.286967295454	0.671922749630633	1.44315490564975	0.465592949862935	0.64150689033626	0.806302301768718
5680	ENSG00000151233.11	GXYLT1	chr12	42081845	42144874	protein_coding	-	63029	988.002048573195	0.232614070737354	0.190727678808007	1.21961359877667	0.222611388839663	0.435587122622676
225	ENSG00000015153.15	YAF2	chr12	42157104	42238349	protein_coding	-	81245	1377.71923850945	0.197377079435902	0.123352427106938	1.60010697855818	0.10957485312819	0.274687302969687
4228	ENSG00000134283.18	PPHLN1	chr12	42238447	42459715	protein_coding	+	221268	4198.78415779018	0.103407865283253	0.0881652739803056	1.17288656423109	0.240841298191904	0.457153456209123
4767	ENSG00000139168.9	ZCRB1	chr12	42312086	42326257	protein_coding	-	14171	177.543355178449	0.154512247628895	0.251738959072605	0.61377963982258	0.53936095320178	0.736833735968356
4769	ENSG00000139174.12	PRICKLE1	chr12	42456757	42590355	protein_coding	-	133598	391.505363567733	-3.06251540289238	0.761952439834215	-4.01929994942824	5.83713200969667e-05	0.000748201810111061
7726	ENSG00000173157.18	ADAMTS20	chr12	43353866	43552203	protein_coding	-	198337	243.53402696864	-0.228582795422235	0.610621166121696	-0.374344697014119	0.708147882012262	0.847663123450441
3802	ENSG00000129317.15	PUS7L	chr12	43718992	43758793	protein_coding	-	39801	1020.74875853654	-0.444785631465688	0.120096923093942	-3.70355559499028	0.000212598562874822	0.00220320303130181
9232	ENSG00000198001.16	IRAK4	chr12	43758944	43798307	protein_coding	+	39363	472.636291000682	0.594688059640391	0.149693471689054	3.97270537539332	7.10609216662819e-05	0.000884036494342137
5681	ENSG00000151239.14	TWF1	chr12	43793723	43806328	protein_coding	-	12605	381.839772339157	0.116600995174719	0.279349341370794	0.417402076563155	0.676384336250128	0.828154815987086
4768	ENSG00000139173.10	TMEM117	chr12	43835967	44389762	protein_coding	+	553795	1800.17323180018	-0.101654284261273	0.21657605562199	-0.4693699124279	0.638805250674038	0.805063500914414
8572	ENSG00000184613.11	NELL2	chr12	44508275	44921848	protein_coding	-	413573	33.9330530773346	0.421600138753729	0.441394329166727	0.955155313276528	0.339499160247535	0.566261505514603
4231	ENSG00000134297.8	PLEKHA8P1	chr12	45139782	45216047	transcribed_processed_pseudogene	-	76265	210.1343141071	0.32453266331284	0.219082849480062	1.48132391048883	0.138520279885143	0.320683935624508
8051	ENSG00000177119.17	ANO6	chr12	45215987	45482280	protein_coding	+	266293	3661.04619806089	0.352555056859514	0.107250390976686	3.28721465394148	0.00101183674703254	0.0078440555159862
11292	ENSG00000273015.3	LINC00938	chr12	45718046	45727860	lncRNA	-	9814	138.477305757036	0.724455412550405	0.239777929557431	3.02135986363535	0.00251642091892858	0.0162892656419743
8932	ENSG00000189079.18	ARID2	chr12	45729706	45908040	protein_coding	+	178334	7656.38904183253	0.464277280264947	0.127764289578835	3.63385795667474	0.00027921461807418	0.00275329675004027
4776	ENSG00000139218.18	SCAF11	chr12	45919131	45992120	protein_coding	-	72989	3906.039142313	0.15609088602206	0.108693182695909	1.43606877773334	0.150982771390509	0.33847872320913
2461	ENSG00000111371.16	SLC38A1	chr12	46183063	46270017	protein_coding	-	86954	1487.71643000954	-0.510109461439791	0.167753154372632	-3.04083379741808	0.00235924021254674	0.0155373223829891
4230	ENSG00000134294.14	SLC38A2	chr12	46358188	46372773	protein_coding	-	14585	1735.07625147724	0.0988395291133138	0.139030381749607	0.710920360495904	0.477133588219799	0.691295167792941
10820	ENSG00000257261.7	SLC38A4-AS1	chr12	46383433	46876784	lncRNA	+	493351	785.917930130873	1.18419238705231	0.163088363745588	7.26104769129703	3.8410347799217e-13	4.01845400547046e-11
8235	ENSG00000179715.13	PCED1B	chr12	47079603	47236662	protein_coding	+	157059	68.8680127885528	-0.401181601601341	0.923437868911832	-0.434443523606075	0.663966397949066	0.82108194095131
10843	ENSG00000257925.1	ENSG00000257925	chr12	47237734	47279021	lncRNA	-	41287	41.7165260645206	0.493445730130547	1.32059193248617	0.37365496334782	0.708661036130786	0.848092546235612
51	ENSG00000005175.10	RPAP3	chr12	47661249	47706030	protein_coding	-	44781	1107.36877057546	0.166432945470056	0.140152144053382	1.18751622812608	0.235024059345442	0.450329546818364
10828	ENSG00000257433.8	RPAP3-DT	chr12	47706058	47742294	lncRNA	+	36236	74.7951047543996	0.463832968088063	0.306829866488262	1.51169432557768	0.130611642848718	0.30890578573539
9608	ENSG00000211584.14	SLC48A1	chr12	47753916	47782751	protein_coding	+	28835	162.123959530458	0.389386667211837	0.198357565899525	1.96305427244996	0.0496398681227344	0.158193777582895
540	ENSG00000061273.18	HDAC7	chr12	47782722	47833132	protein_coding	-	50410	370.545202016493	-0.449466022922211	0.275258785071148	-1.63288529667103	0.102493123072779	0.262759299216053
2463	ENSG00000111424.12	VDR	chr12	47841537	47943048	protein_coding	-	101511	48.4090302627989	-1.25704276393217	0.615282012393256	-2.04303512635233	0.0410489610146555	0.137518400959436
4229	ENSG00000134291.12	TMEM106C	chr12	47963569	47968878	protein_coding	+	5309	64.1392679608433	0.68477440547567	0.338678761606893	2.02189946079492	0.0431867394942185	0.142592826373306
954	ENSG00000079387.15	SENP1	chr12	48039784	48106079	protein_coding	-	66295	1356.14840042856	0.33546012342321	0.0868283825576961	3.86348465261692	0.000111780919370243	0.00129663505732009
5786	ENSG00000152556.17	PFKM	chr12	48105139	48146404	protein_coding	+	41265	233.720645573305	-0.49839268112636	0.192530210194113	-2.58864663692971	0.00963539131537901	0.0465661124502589
8122	ENSG00000177981.11	ASB8	chr12	48147789	48181213	protein_coding	-	33424	133.314328308924	0.215998781645944	0.239188126821597	0.903049764702788	0.366499483750141	0.593017650463294
11176	ENSG00000269514.3	ENSG00000269514	chr12	48198357	48230275	lncRNA	+	31918	68.6096358656456	0.413048880190694	0.299250374150408	1.38027857563543	0.167500888832354	0.361421580008528
7112	ENSG00000167528.13	ZNF641	chr12	48337180	48351414	protein_coding	-	14234	84.8545969991993	0.177130022403386	0.308834305637861	0.573543868572322	0.566276505157397	0.755917240518455
10838	ENSG00000257735.1	ENSG00000257735	chr12	48350945	48442411	lncRNA	+	91466	55.5969342533256	-0.000379889087903333	0.402496943422665	-0.000943830988312399	0.999246931938226	0.999684025704746
4808	ENSG00000139620.13	KANSL2	chr12	48653211	48682238	protein_coding	-	29027	1408.48978919046	-0.178138028775757	0.127534227648702	-1.3967860397951	0.162477921550737	0.354693952351917
3801	ENSG00000129315.12	CCNT1	chr12	48688458	48716998	protein_coding	-	28540	1183.0468328097	0.0226564333207921	0.102536281714741	0.220960161046439	0.825123453150634	0.913972660026189
7113	ENSG00000167535.8	CACNB3	chr12	48813794	48828941	protein_coding	+	15147	10.2200380029325	-1.36877485673489	0.84570991800292	-1.61849214204222	0.105556578925695	NA
7828	ENSG00000174243.11	DDX23	chr12	48829756	48852842	protein_coding	-	23086	445.043010528875	0.033349186150626	0.127879793796413	0.260785423252391	0.794257986142366	0.896703389288169
11278	ENSG00000272822.2	ENSG00000272822	chr12	48903503	48957365	protein_coding	-	53862	280.679023412876	-0.363555047312947	0.206255689928909	-1.76264251152662	0.0779608023458146	0.218135357556998
7398	ENSG00000169884.14	WNT10B	chr12	48965340	48971735	protein_coding	-	6395	12.2488881961562	-1.00340273894458	0.8593304126144	-1.16765649651786	0.242945351363436	NA
7115	ENSG00000167548.18	KMT2D	chr12	49018975	49060794	protein_coding	-	41819	957.314369175582	-0.116903014721429	0.12932703733927	-0.903933292887174	0.366030774161738	0.592433778424443
4805	ENSG00000139549.4	DHH	chr12	49086656	49094801	protein_coding	-	8145	24.6588291194111	0.119412245899115	0.614729784654203	0.194251602704246	0.845978879189338	0.92496048451228
4813	ENSG00000139636.16	LMBR1L	chr12	49097136	49110900	protein_coding	-	13764	104.96305667963	-0.126080624510025	0.29171169535909	-0.43220970059093	0.665589009591803	0.822022462478602
3397	ENSG00000123416.15	TUBA1B	chr12	49127782	49131397	protein_coding	-	3615	664.359113759859	0.0730643163947217	0.204609346159574	0.357091783763089	0.72102309515621	0.855431331708712
10844	ENSG00000258017.3	TUBA1B-AS1	chr12	49127782	49188484	lncRNA	+	60702	235.825997346691	0.0152785951715654	0.210753774005373	0.0724950015423016	0.942207983195849	0.973033251424875
7116	ENSG00000167553.17	TUBA1C	chr12	49188736	49274600	protein_coding	+	85864	959.356919557707	-0.0133242330043652	0.143978202365891	-0.0925434043863412	0.926266307443837	0.965515333261927
10849	ENSG00000258101.2	ENSG00000258101	chr12	49232790	49264756	lncRNA	-	31966	72.7025921364773	1.01999067730288	0.440933439995923	2.31325316880551	0.0207087238569949	0.0832974483958584
4344	ENSG00000135451.13	TROAP	chr12	49323236	49331731	protein_coding	+	8495	211.438253069056	0.373825642309929	0.220913356328085	1.69218216826487	0.0906112453802114	0.241300492242818
3388	ENSG00000123352.18	SPATS2	chr12	49366584	49527425	protein_coding	+	160841	2368.51315426261	0.431495256408479	0.146544371145289	2.94446830701318	0.00323510077845513	0.0197870724116534
8838	ENSG00000187778.14	MCRS1	chr12	49556544	49568145	protein_coding	-	11601	161.941238040181	0.155784627270199	0.25097458167744	0.620718744619398	0.534784693995572	0.733335812459209
2414	ENSG00000110844.14	PRPF40B	chr12	49568218	49644666	protein_coding	+	76448	466.921219101148	-0.931483799627505	0.230814844370192	-4.03563211962896	5.44554852643911e-05	0.00070458599014056
6351	ENSG00000161791.14	FMNL3	chr12	49636499	49708165	protein_coding	-	71666	177.931539031567	-0.134310703402627	0.220560767106725	-0.608951016830826	0.542556907054683	0.738994125727922
4815	ENSG00000139644.13	TMBIM6	chr12	49707725	49764934	protein_coding	+	57209	1225.60397729002	0.279847153994507	0.1760133322593	1.58992020889782	0.111852791765591	0.278364956398962
7119	ENSG00000167566.17	NCKAP5L	chr12	49791146	49828750	protein_coding	-	37604	185.611516755624	-0.567797513395844	0.252945842797639	-2.24473945535485	0.0247848635566762	0.0949308668654423
8771	ENSG00000186666.6	BCDIN3D	chr12	49836043	49843106	protein_coding	-	7063	55.5305264719782	0.15378483932351	0.344298820108528	0.446660953630437	0.65511987831272	0.815743806763232
6352	ENSG00000161800.13	RACGAP1	chr12	49976923	50033136	protein_coding	-	56213	1225.26409079033	0.638070265173578	0.104123337620931	6.12802355122845	8.89774177817003e-10	4.52507839968508e-08
630	ENSG00000066117.15	SMARCD1	chr12	50085200	50100707	protein_coding	+	15507	354.051972227835	0.21042561724537	0.182247733160312	1.15461308405011	0.248248906254217	0.4653607909902
11250	ENSG00000272368.2	ENSG00000272368	chr12	50112197	50165618	lncRNA	+	53421	175.115128417555	-0.268861501768642	0.246744619058167	-1.08963471136634	0.275874086302367	0.498761823244158
4809	ENSG00000139624.14	CERS5	chr12	50129289	50167533	protein_coding	-	38244	500.878076487917	0.0843183449540783	0.131646965118484	0.640488330879416	0.521855173121249	0.723563545955359
440	ENSG00000050405.14	LIMA1	chr12	50175788	50283520	protein_coding	-	107732	469.711475274808	0.00014609227980492	0.230155315464981	0.000634755184818436	0.999493538672154	0.999684025704746
11417	ENSG00000278842.1	ENSG00000278842	chr12	50286244	50289231	processed_pseudogene	+	2987	17.9649634296816	-0.673580547880723	0.830457018381588	-0.811096219276238	0.417310416855488	NA
6353	ENSG00000161813.23	LARP4	chr12	50392383	50480004	protein_coding	+	87621	3239.33999785319	-0.0916740581549639	0.0920296795101649	-0.996135797091831	0.319184168931045	0.545293638523722
629	ENSG00000066084.13	DIP2B	chr12	50504985	50748657	protein_coding	+	243672	5518.2387667683	-0.076386682194338	0.0936631018686835	-0.815547218385237	0.414759147941786	0.635443408666739
3385	ENSG00000123268.9	ATF1	chr12	50763710	50821162	protein_coding	+	57452	861.937379101699	0.080939081177817	0.137400481037825	0.589074219875078	0.555811486391959	0.7474715569853
2422	ENSG00000110911.17	SLC11A2	chr12	50979401	51028566	protein_coding	-	49165	936.143129726746	0.010535420596345	0.135511462341433	0.077745604794671	0.938030416485275	0.971550454939727
441	ENSG00000050426.16	LETMD1	chr12	51047962	51060424	protein_coding	+	12462	717.277000718854	0.0491922133883281	0.11187645669107	0.439701210096105	0.660153526037102	0.818374958084927
2425	ENSG00000110925.7	CSRNP2	chr12	51061205	51083664	protein_coding	-	22459	138.789426978985	-0.100757491117072	0.239237747362636	-0.421160507603107	0.673637880245374	0.827192482071012
4346	ENSG00000135457.11	TFCP2	chr12	51093656	51173135	protein_coding	-	79479	1550.58894266326	-0.131587564975612	0.132972659264459	-0.989583615936474	0.32237768146397	0.548189406419345
8547	ENSG00000184271.18	POU6F1	chr12	51186936	51218062	protein_coding	-	31126	85.4587339956021	0.337252701271531	0.290339346701925	1.16158111224852	0.245405657916015	0.462160320968185
8464	ENSG00000183283.16	DAZAP2	chr12	51238724	51271362	protein_coding	+	32638	283.442564054698	0.129287361793549	0.226321361936914	0.571255672407921	0.567826344937754	0.757050061993498
7474	ENSG00000170545.17	SMAGP	chr12	51244558	51270415	protein_coding	-	25857	46.7020168355636	-0.602018400629729	0.508624365781102	-1.18362084306598	0.236563185867466	0.451859954226068
4811	ENSG00000139629.16	GALNT6	chr12	51351247	51392867	protein_coding	-	41620	87.2634133754716	-0.184598701907339	0.26689564319374	-0.691651237533834	0.489156376441766	0.700662771575538
9080	ENSG00000196876.19	SCN8A	chr12	51590266	51812864	protein_coding	+	222598	25.7824660801568	0.383701041402668	0.525799794988676	0.729747415384466	0.465544592398811	0.681141095831239
4350	ENSG00000135503.13	ACVR1B	chr12	51951699	51997078	protein_coding	+	45379	726.871892381502	0.166254380584749	0.119231026778725	1.39438856710756	0.163200298669852	0.355634850404349
6354	ENSG00000161835.11	TAMALIN	chr12	52006946	52015889	protein_coding	+	8943	14.1682201118313	-0.366612161002401	0.782816029678926	-0.468324800595573	0.639552335597911	NA
3390	ENSG00000123358.20	NR4A1	chr12	52022832	52059507	protein_coding	+	36675	14.3194200274031	-0.244713572657375	0.790389415901755	-0.309611398804197	0.756856486981181	NA
3393	ENSG00000123395.15	ATG101	chr12	52069246	52077495	protein_coding	+	8249	89.3201163872937	-0.047456215249387	0.271043403969929	-0.175087143071196	0.861011160565579	0.933867258966517
7457	ENSG00000170421.13	KRT8	chr12	52897187	52949954	protein_coding	-	52767	469.512398003837	0.168393688329516	0.136142503610223	1.23689284289665	0.21612686748747	0.42680180892546
2433	ENSG00000111057.11	KRT18	chr12	52948871	52952906	protein_coding	+	4035	106.611361949135	-0.319595687612489	0.390875780728307	-0.817640036476541	0.413562759320229	0.634761340105173
553	ENSG00000063046.18	EIF4B	chr12	53006282	53042215	protein_coding	+	35933	2747.50790489489	-0.444606957310872	0.0840362137614708	-5.29065907910664	1.21876362049541e-07	3.56066977955907e-06
10824	ENSG00000257337.9	TNS2-AS1	chr12	53012884	53054450	lncRNA	-	41566	41.3502465258027	-2.60165795418881	0.668604770623701	-3.89117467971681	9.97600788447406e-05	0.00118471834173997
7154	ENSG00000167778.9	SPRYD3	chr12	53064316	53079404	protein_coding	-	15088	50.2252151332698	-0.519325219351562	0.335376892961362	-1.54848240964351	0.121506193609563	0.29347966948132
4812	ENSG00000139631.20	CSAD	chr12	53157663	53180925	protein_coding	-	23262	173.656188864912	0.141865730954911	0.269431404339041	0.526537473621274	0.598514822395766	0.779058452542471
4817	ENSG00000139651.11	ZNF740	chr12	53180704	53195142	protein_coding	+	14438	145.741468043045	-0.0623733832740665	0.263020953612959	-0.237142259646166	0.812546428776666	0.907741535656633
8409	ENSG00000182544.9	MFSD5	chr12	53251251	53254406	protein_coding	+	3155	24.3058458678739	-0.0132739163407698	0.493811593462914	-0.0268805279513283	0.978555024349381	0.990684483061749
4349	ENSG00000135476.12	ESPL1	chr12	53268299	53293638	protein_coding	+	25339	402.891281674098	0.161037997875551	0.166039823590734	0.969875746631051	0.332108430610329	0.558941490769797
1312	ENSG00000094914.14	AAAS	chr12	53307456	53324864	protein_coding	-	17408	173.581264627988	0.152298886835894	0.189858534850867	0.802170347282644	0.42245442662466	0.64127261092303
8671	ENSG00000185591.10	SP1	chr12	53380176	53416446	protein_coding	+	36270	676.60456132069	0.0163375186288813	0.116545332020871	0.140181664469887	0.888516458484056	0.9476991257838
10826	ENSG00000257379.1	ENSG00000257379	chr12	53441741	53467528	lncRNA	+	25787	35.8255714627573	-0.144076137195073	0.435297614110403	-0.330983061989701	0.740657279742241	0.866651067103592
9115	ENSG00000197111.16	PCBP2	chr12	53452102	53481162	protein_coding	+	29060	1332.47816893876	0.0123967806864789	0.182731547975034	0.0678414911046047	0.94591181470079	0.974565274143136
4810	ENSG00000139625.13	MAP3K12	chr12	53479669	53500063	protein_coding	-	20394	20.1207455093245	-0.317920688579264	0.617281906480886	-0.515033221031415	0.606529805651434	NA
4804	ENSG00000139546.12	TARBP2	chr12	53500921	53506431	protein_coding	+	5510	44.4315876553374	0.375022415356619	0.43409860191586	0.863910673062494	0.387636963226546	0.612022235764439
4339	ENSG00000135390.21	ATP5MC2	chr12	53632726	53677408	protein_coding	-	44682	652.171769305638	0.00516909712542884	0.155447950292014	0.0332529127320014	0.973472903169802	0.988808359550389
202	ENSG00000012822.16	CALCOCO1	chr12	53708517	53727745	protein_coding	-	19228	43.4040046139585	0.464501010524086	0.467493752820903	0.993598326654082	0.320418459174673	0.546734956057187
3391	ENSG00000123364.5	HOXC13	chr12	53938831	53946544	protein_coding	+	7713	18.2366681869036	-0.37053502073573	0.542353575339572	-0.683198263243189	0.494481569946281	NA
9283	ENSG00000198353.8	HOXC4	chr12	54016931	54056030	protein_coding	+	39099	48.5679611264514	0.247136670406464	0.449880371255337	0.549338637995829	0.582773076126114	0.767341876786676
3396	ENSG00000123415.16	SMUG1	chr12	54121277	54189008	protein_coding	-	67731	238.49548606663	0.0526643834959862	0.206514121299632	0.255015895109543	0.798710822501161	0.899604058769122
1313	ENSG00000094916.16	CBX5	chr12	54230942	54280133	protein_coding	-	49191	1280.34756580103	0.17728285158137	0.150674662146756	1.1765936558643	0.239357731159987	0.455510966089562
10854	ENSG00000258344.1	ENSG00000258344	chr12	54276631	54345083	lncRNA	+	68452	87.130265868924	-0.718576631150312	0.352448765908228	-2.03881159662627	0.0414688344836951	0.138629076933473
3394	ENSG00000123405.14	NFE2	chr12	54292111	54301015	protein_coding	-	8904	550.740297083496	-0.581692008973129	0.185193424739334	-3.14099709421044	0.00168373702942806	0.0118335580731077
2467	ENSG00000111481.10	COPZ1	chr12	54301202	54351846	protein_coding	+	50644	195.720143716183	0.170054623006062	0.209329436680458	0.812377970832889	0.416574782722363	0.636208810267553
10851	ENSG00000258137.6	GPR84-AS1	chr12	54353661	54497688	lncRNA	+	144027	6.58400114436794	-0.470048662798423	0.850426493243522	-0.552721095277336	0.580454405976062	NA
6344	ENSG00000161642.18	ZNF385A	chr12	54369133	54391298	protein_coding	-	22165	700.533654245206	-0.0947278190130369	0.198268542350023	-0.477775333849	0.632810118989216	0.80129652668381
6343	ENSG00000161638.11	ITGA5	chr12	54395261	54419266	protein_coding	-	24005	406.428329974629	0.221177902515272	0.149437792051939	1.48006671858749	0.138855442315722	0.321324422548601
7482	ENSG00000170627.11	GTSF1	chr12	54455950	54473602	protein_coding	-	17652	927.905272938101	0.0918566801331741	0.10484932010327	0.876082744673031	0.380985052603799	0.606891067699062
3387	ENSG00000123338.13	NCKAP1L	chr12	54497752	54548243	protein_coding	+	50491	198.403687754037	0.378039564489534	0.326929563497648	1.15633337176695	0.247544823194661	0.464675304646848
4341	ENSG00000135404.12	CD63	chr12	55725323	55729707	protein_coding	-	4384	224.347282025719	0.0840980551698015	0.217060100972891	0.38744133441781	0.698429508179933	0.841624412829811
4342	ENSG00000135414.10	GDF11	chr12	55743122	55757264	protein_coding	+	14142	111.378852317686	-0.873599147675788	0.291504250756426	-2.99686589615376	0.0027277067709505	0.0173401961104695
9550	ENSG00000205323.9	SARNP	chr12	55752463	55817724	protein_coding	-	65261	78.9356599479282	0.274875878775898	0.304657884198095	0.902244429023765	0.366927038322423	0.59335985808506
10827	ENSG00000257390.5	ENSG00000257390	chr12	55757275	55827546	protein_coding	-	70271	23.1090696759699	-1.13963625603255	0.544167847064882	-2.09427341615182	0.0362356310407209	0.125845212450939
3389	ENSG00000123353.10	ORMDL2	chr12	55818041	55821879	protein_coding	+	3838	57.0640203107918	0.117675433976994	0.373277891026771	0.315248871700666	0.752572701594754	0.872723260999572
4340	ENSG00000135392.19	DNAJC14	chr12	55820960	55830824	protein_coding	-	9864	54.1751010938357	-0.227829843194739	0.328751370408981	-0.693015645566159	0.488299733026255	0.699983370389327
8424	ENSG00000182796.16	TMEM198B	chr12	55829608	55836253	transcribed_unitary_pseudogene	+	6645	44.8938889765339	-0.294762244601671	0.520850019164414	-0.565925379199467	0.571444508163492	0.759454019675227
7466	ENSG00000170473.17	PYM1	chr12	55901413	55932618	protein_coding	-	31205	618.498204528069	0.436268638915939	0.182962107592175	2.38447536846475	0.0171034929399207	0.0721512557392583
602	ENSG00000065357.20	DGKA	chr12	55927319	55954027	protein_coding	+	26708	20.7337444503846	-0.327223525932106	0.605693845847892	-0.540245749854096	0.589027565730796	NA
3392	ENSG00000123374.11	CDK2	chr12	55966781	55972789	protein_coding	+	6008	169.394107524226	0.426432541431919	0.264606562152116	1.611572056126	0.107055095549168	0.270407041758476
2469	ENSG00000111540.16	RAB5B	chr12	55973913	55996683	protein_coding	+	22770	301.42968035022	0.431423006322937	0.206155181735946	2.09270998036579	0.0363750517924579	0.126169859153821
4802	ENSG00000139531.13	SUOX	chr12	55997180	56006641	protein_coding	+	9461	85.9973491069524	-0.299108426551328	0.335186165743595	-0.892365070878656	0.372197286702598	0.598089270193374
3395	ENSG00000123411.15	IKZF4	chr12	56007659	56038435	protein_coding	+	30776	266.388986550873	0.0282969262563111	0.195738359251176	0.144565052882659	0.885054291074514	0.945475190844456
